event_id,timestamp,clip_id,zone,behavior_class,policy_rule_ref,event_description,severity,escalation_action
34ae66f5-ebb4-4788-94ca-7bc308ee72f8,2026-06-17T08:57:12.729638+00:00,4_tr9,Zone-Forklift,forklift_load,Section 3.4,Hazardous operational posture: Personnel inside forklift transit sector zone.,CRITICAL,Real-time alert triggered + DB log
53da9d23-ef3d-4517-9054-4618ca012870,2026-06-17T08:57:13.263151+00:00,4_tr9,Zone-3,pedestrian_movement,Section 3.1,Person detected outside designated green safety floor walkway boundaries.,HIGH,Real-time alert triggered + DB log
e5ddaa18-56c2-4220-9f10-4a9637b7f22e,2026-06-17T08:57:13.263186+00:00,4_tr9,Zone-Forklift,forklift_load,Section 3.4,Hazardous operational posture: Personnel inside forklift transit sector zone.,CRITICAL,Real-time alert triggered + DB log
460f56fe-fd8e-46dc-897c-312abed2a0fa,2026-06-17T08:57:13.635128+00:00,1_tr90,Zone-3,pedestrian_movement,Section 3.1,Person detected outside designated green safety floor walkway boundaries.,HIGH,Real-time alert triggered + DB log
b59cd05f-9e7e-43fd-9097-c980ee030df7,2026-06-17T08:57:14.140015+00:00,1_tr90,Zone-Forklift,forklift_load,Section 3.4,Hazardous operational posture: Personnel inside forklift transit sector zone.,CRITICAL,Real-time alert triggered + DB log
0a10ec30-1233-440a-8184-114b4c4461f5,2026-06-17T08:57:14.489357+00:00,1_tr90,Zone-3,pedestrian_movement,Section 3.1,Person detected outside designated green safety floor walkway boundaries.,HIGH,Real-time alert triggered + DB log
654cb923-de54-48c1-8a25-b865858b7a05,2026-06-17T08:57:15.601572+00:00,3_tr7,Zone-Forklift,forklift_load,Section 3.4,Hazardous operational posture: Personnel inside forklift transit sector zone.,CRITICAL,Real-time alert triggered + DB log
0e0fe902-a228-4e18-81ed-8ca4125c181e,2026-06-17T08:57:15.836648+00:00,3_tr7,Zone-3,pedestrian_movement,Section 3.1,Person detected outside designated green safety floor walkway boundaries.,HIGH,Real-time alert triggered + DB log
76b4885b-af79-4213-92ca-51bb4085927f,2026-06-17T08:57:16.361553+00:00,0_tr165,Zone-3,pedestrian_movement,Section 3.1,Person detected outside designated green safety floor walkway boundaries.,HIGH,Real-time alert triggered + DB log
91867da7-a82a-407c-92e9-84df749867c1,2026-06-17T08:57:16.432271+00:00,0_tr165,Zone-Forklift,forklift_load,Section 3.4,Hazardous operational posture: Personnel inside forklift transit sector zone.,CRITICAL,Real-time alert triggered + DB log
4b6f72dd-e259-4b4b-87db-8bbc44c29a2c,2026-06-17T08:57:17.125978+00:00,0_tr165,Zone-3,pedestrian_movement,Section 3.1,Person detected outside designated green safety floor walkway boundaries.,HIGH,Real-time alert triggered + DB log
5e598fd4-4fd8-4bf0-b9e4-6d05eb1a5983,2026-06-17T08:57:17.126011+00:00,0_tr165,Zone-Forklift,forklift_load,Section 3.4,Hazardous operational posture: Personnel inside forklift transit sector zone.,CRITICAL,Real-time alert triggered + DB log
95a4d5cc-052b-4578-82f4-7b295b30f771,2026-06-17T08:57:18.301586+00:00,0_tr165,Zone-3,pedestrian_movement,Section 3.1,Person detected outside designated green safety floor walkway boundaries.,HIGH,Real-time alert triggered + DB log
694d032f-dfe9-4860-addd-f5d4ef12decf,2026-06-17T08:57:18.301636+00:00,0_tr165,Zone-Forklift,forklift_load,Section 3.4,Hazardous operational posture: Personnel inside forklift transit sector zone.,CRITICAL,Real-time alert triggered + DB log
a0ed00b6-c0a1-4c02-9f61-cdac3a0ff086,2026-06-17T08:57:18.673397+00:00,0_te10,Zone-3,pedestrian_movement,Section 3.1,Person detected outside designated green safety floor walkway boundaries.,HIGH,Real-time alert triggered + DB log
e3ad6df1-260c-4a25-86c1-8dfcedf1d260,2026-06-17T08:57:18.894143+00:00,0_te10,Zone-Forklift,forklift_load,Section 3.4,Hazardous operational posture: Personnel inside forklift transit sector zone.,CRITICAL,Real-time alert triggered + DB log
112923a4-51de-4a1d-aa1e-a13724086730,2026-06-17T08:57:19.448599+00:00,0_te10,Zone-3,pedestrian_movement,Section 3.1,Person detected outside designated green safety floor walkway boundaries.,HIGH,Real-time alert triggered + DB log
9cf79733-16f2-45f0-a91c-96cebde9e889,2026-06-17T08:57:19.697389+00:00,0_te10,Zone-Forklift,forklift_load,Section 3.4,Hazardous operational posture: Personnel inside forklift transit sector zone.,CRITICAL,Real-time alert triggered + DB log
bf87458e-90db-4cde-bc50-530bfda1d3d5,2026-06-17T08:57:19.860474+00:00,4_tr17,Zone-3,pedestrian_movement,Section 3.1,Person detected outside designated green safety floor walkway boundaries.,HIGH,Real-time alert triggered + DB log
55c2d44c-fc8d-4ba9-b1f9-84d546b0af8d,2026-06-17T08:57:20.688327+00:00,4_tr17,Zone-3,pedestrian_movement,Section 3.1,Person detected outside designated green safety floor walkway boundaries.,HIGH,Real-time alert triggered + DB log
37e9699c-2d8c-46bf-91f0-7748607b5250,2026-06-17T08:57:22.336698+00:00,1_tr77,Zone-3,pedestrian_movement,Section 3.1,Person detected outside designated green safety floor walkway boundaries.,HIGH,Real-time alert triggered + DB log
2515d54d-df40-4b05-ab93-0c5842d4e417,2026-06-17T08:57:23.210398+00:00,0_tr40,Zone-2,pedestrian_movement,Section 3.1,Person detected outside designated green safety floor walkway boundaries.,HIGH,Real-time alert triggered + DB log
50429b7a-b10e-4d54-b663-151e386e1213,2026-06-17T08:57:23.573828+00:00,6_tr15,Zone-Forklift,forklift_load,Section 3.4,Hazardous operational posture: Personnel inside forklift transit sector zone.,CRITICAL,Real-time alert triggered + DB log
6c3ac707-481a-4585-886f-5419740f26df,2026-06-17T08:57:23.795976+00:00,0_tr105,Zone-3,pedestrian_movement,Section 3.1,Person detected outside designated green safety floor walkway boundaries.,HIGH,Real-time alert triggered + DB log
076f0604-4ace-4265-9434-43162915d83f,2026-06-17T08:57:24.734333+00:00,0_tr105,Zone-3,pedestrian_movement,Section 3.1,Person detected outside designated green safety floor walkway boundaries.,HIGH,Real-time alert triggered + DB log
aaf136c9-b16a-43cb-951d-821855b98e75,2026-06-17T08:57:25.066353+00:00,4_te6,Zone-3,pedestrian_movement,Section 3.1,Person detected outside designated green safety floor walkway boundaries.,HIGH,Real-time alert triggered + DB log
53c97858-d64d-4d4b-8660-7898a3931a9b,2026-06-17T08:57:25.066414+00:00,4_te6,Zone-Forklift,forklift_load,Section 3.4,Hazardous operational posture: Personnel inside forklift transit sector zone.,CRITICAL,Real-time alert triggered + DB log
c6e69481-4ffb-4189-ab70-a24e3e3e44cf,2026-06-17T08:57:25.668441+00:00,4_te6,Zone-Forklift,forklift_load,Section 3.4,Hazardous operational posture: Personnel inside forklift transit sector zone.,CRITICAL,Real-time alert triggered + DB log
bc170bd5-a942-40e1-8281-778c39cba605,2026-06-17T08:57:25.849711+00:00,4_te6,Zone-2,pedestrian_movement,Section 3.1,Person detected outside designated green safety floor walkway boundaries.,HIGH,Real-time alert triggered + DB log
178bc707-2ca9-4724-bd71-8406ea82e147,2026-06-17T08:57:26.079422+00:00,4_te6,Zone-Forklift,forklift_load,Section 3.4,Hazardous operational posture: Personnel inside forklift transit sector zone.,CRITICAL,Real-time alert triggered + DB log
27d40107-7785-4913-b806-03c320471da5,2026-06-17T08:57:26.263456+00:00,7_tr4,Zone-3,pedestrian_movement,Section 3.1,Person detected outside designated green safety floor walkway boundaries.,HIGH,Real-time alert triggered + DB log
cf77df7a-8c87-4e99-8e6d-66917539b977,2026-06-17T08:57:26.627330+00:00,7_tr4,Zone-Forklift,forklift_load,Section 3.4,Hazardous operational posture: Personnel inside forklift transit sector zone.,CRITICAL,Real-time alert triggered + DB log
ef226280-705c-417c-8ee4-c436b206c974,2026-06-17T08:57:26.793908+00:00,7_tr4,Zone-3,pedestrian_movement,Section 3.1,Person detected outside designated green safety floor walkway boundaries.,HIGH,Real-time alert triggered + DB log
d6820f5d-7625-4ba1-85e7-153581c024b4,2026-06-17T08:57:26.793939+00:00,7_tr4,Zone-Forklift,forklift_load,Section 3.4,Hazardous operational posture: Personnel inside forklift transit sector zone.,CRITICAL,Real-time alert triggered + DB log
3420aa78-3607-4cab-8e2a-d472b51406d4,2026-06-17T08:57:27.266149+00:00,4_tr50,Zone-3,pedestrian_movement,Section 3.1,Person detected outside designated green safety floor walkway boundaries.,HIGH,Real-time alert triggered + DB log
5179151c-f005-4b24-b744-dff0fee6807a,2026-06-17T08:57:27.348889+00:00,4_tr50,Zone-Forklift,forklift_load,Section 3.4,Hazardous operational posture: Personnel inside forklift transit sector zone.,CRITICAL,Real-time alert triggered + DB log
8577b996-8a49-4329-a1cc-d5e2830e2ea9,2026-06-17T08:57:28.062079+00:00,4_tr50,Zone-3,pedestrian_movement,Section 3.1,Person detected outside designated green safety floor walkway boundaries.,HIGH,Real-time alert triggered + DB log
fe188a39-5828-4ef4-8cbc-26ff96b809a1,2026-06-17T08:57:28.062111+00:00,4_tr50,Zone-Forklift,forklift_load,Section 3.4,Hazardous operational posture: Personnel inside forklift transit sector zone.,CRITICAL,Real-time alert triggered + DB log
b92b7e47-998d-4904-8221-69b81f8d203f,2026-06-17T08:57:28.499753+00:00,6_tr1,Zone-2,pedestrian_movement,Section 3.1,Person detected outside designated green safety floor walkway boundaries.,HIGH,Real-time alert triggered + DB log
8144a3b6-1fc1-405e-8109-db21ad3ac3c5,2026-06-17T08:57:28.499784+00:00,6_tr1,Zone-Forklift,forklift_load,Section 3.4,Hazardous operational posture: Personnel inside forklift transit sector zone.,CRITICAL,Real-time alert triggered + DB log
803fe388-8f2a-4ea8-ac73-b499c0bb38b9,2026-06-17T08:57:28.998999+00:00,6_tr1,Zone-3,pedestrian_movement,Section 3.1,Person detected outside designated green safety floor walkway boundaries.,HIGH,Real-time alert triggered + DB log
28f323ad-dc58-4244-9d68-f784ad26a091,2026-06-17T08:57:28.999058+00:00,6_tr1,Zone-Forklift,forklift_load,Section 3.4,Hazardous operational posture: Personnel inside forklift transit sector zone.,CRITICAL,Real-time alert triggered + DB log
21302522-4d4a-4172-9aac-64e6b689e69e,2026-06-17T08:57:29.225279+00:00,4_te14,Zone-3,pedestrian_movement,Section 3.1,Person detected outside designated green safety floor walkway boundaries.,HIGH,Real-time alert triggered + DB log
31a2c7b2-d481-4cb8-91f8-8c33e8368f0c,2026-06-17T08:57:29.225312+00:00,4_te14,Zone-Forklift,forklift_load,Section 3.4,Hazardous operational posture: Personnel inside forklift transit sector zone.,CRITICAL,Real-time alert triggered + DB log
0ec2ad25-ade9-4f8a-878b-83f67dacc36b,2026-06-17T08:57:29.963833+00:00,4_te14,Zone-3,pedestrian_movement,Section 3.1,Person detected outside designated green safety floor walkway boundaries.,HIGH,Real-time alert triggered + DB log
47853003-beb1-4a1b-9167-7e3e6e8426e9,2026-06-17T08:57:30.200242+00:00,0_tr127,Zone-2,pedestrian_movement,Section 3.1,Person detected outside designated green safety floor walkway boundaries.,HIGH,Real-time alert triggered + DB log
3e7316d4-bee6-4fc9-a2e3-c18895105c2d,2026-06-17T08:57:30.706005+00:00,0_tr127,Zone-3,pedestrian_movement,Section 3.1,Person detected outside designated green safety floor walkway boundaries.,HIGH,Real-time alert triggered + DB log
e1df2b12-7d15-4545-9de4-1d5c54b74b81,2026-06-17T08:57:31.301524+00:00,0_tr27,Zone-3,pedestrian_movement,Section 3.1,Person detected outside designated green safety floor walkway boundaries.,HIGH,Real-time alert triggered + DB log
b4932d10-64fd-4131-810d-090693c9bca3,2026-06-17T08:57:31.301556+00:00,0_tr27,Zone-Forklift,forklift_load,Section 3.4,Hazardous operational posture: Personnel inside forklift transit sector zone.,CRITICAL,Real-time alert triggered + DB log
d3265037-8d03-4a51-9011-e5c38a098ef0,2026-06-17T08:57:32.099567+00:00,4_tr25,Zone-3,pedestrian_movement,Section 3.1,Person detected outside designated green safety floor walkway boundaries.,HIGH,Real-time alert triggered + DB log
4248dc17-14ff-447c-b957-d4efe0f454b3,2026-06-17T08:57:32.806078+00:00,4_tr25,Zone-3,pedestrian_movement,Section 3.1,Person detected outside designated green safety floor walkway boundaries.,HIGH,Real-time alert triggered + DB log
57659290-5cc6-4790-812b-b7f64b0d907c,2026-06-17T08:57:33.455214+00:00,7_tr21,Zone-3,pedestrian_movement,Section 3.1,Person detected outside designated green safety floor walkway boundaries.,HIGH,Real-time alert triggered + DB log
b1a9ba55-99b2-40a2-b249-6ac47f5259d9,2026-06-17T08:57:33.676264+00:00,7_tr21,Zone-Forklift,forklift_load,Section 3.4,Hazardous operational posture: Personnel inside forklift transit sector zone.,CRITICAL,Real-time alert triggered + DB log
c7a97b56-808e-4814-bca1-0af47020026b,2026-06-17T08:57:33.986212+00:00,7_tr21,Zone-Forklift,forklift_load,Section 3.4,Hazardous operational posture: Personnel inside forklift transit sector zone.,CRITICAL,Real-time alert triggered + DB log
4c21026f-1e6c-4749-873e-3620f56e1bb3,2026-06-17T08:57:34.091722+00:00,7_tr21,Zone-3,pedestrian_movement,Section 3.1,Person detected outside designated green safety floor walkway boundaries.,HIGH,Real-time alert triggered + DB log
8b21dbbf-4841-45cc-ade9-80626ede4183,2026-06-17T08:57:34.978192+00:00,1_tr64,Zone-Forklift,forklift_load,Section 3.4,Hazardous operational posture: Personnel inside forklift transit sector zone.,CRITICAL,Real-time alert triggered + DB log
9eff2ba6-42d4-467b-bc3c-e4de40baddcc,2026-06-17T08:57:35.304285+00:00,1_tr64,Zone-Forklift,forklift_load,Section 3.4,Hazardous operational posture: Personnel inside forklift transit sector zone.,CRITICAL,Real-time alert triggered + DB log
82a348ed-2190-433e-a41d-8a5630533426,2026-06-17T08:57:35.723272+00:00,1_tr64,Zone-Forklift,forklift_load,Section 3.4,Hazardous operational posture: Personnel inside forklift transit sector zone.,CRITICAL,Real-time alert triggered + DB log
13c7fd1d-d6ac-4332-a78a-3b933ee55683,2026-06-17T08:57:36.666669+00:00,0_tr172,Zone-3,pedestrian_movement,Section 3.1,Person detected outside designated green safety floor walkway boundaries.,HIGH,Real-time alert triggered + DB log
909564ba-e21f-44a2-84f3-13693e7835e9,2026-06-17T08:57:36.666706+00:00,0_tr172,Zone-Forklift,forklift_load,Section 3.4,Hazardous operational posture: Personnel inside forklift transit sector zone.,CRITICAL,Real-time alert triggered + DB log
8bb23e0e-8812-40be-8e67-9947e0dc8e9e,2026-06-17T08:57:37.344952+00:00,0_tr172,Zone-3,pedestrian_movement,Section 3.1,Person detected outside designated green safety floor walkway boundaries.,HIGH,Real-time alert triggered + DB log
55b28c43-548f-464c-b3f7-9bce6ffde684,2026-06-17T08:57:37.907703+00:00,1_tr48,Zone-Forklift,forklift_load,Section 3.4,Hazardous operational posture: Personnel inside forklift transit sector zone.,CRITICAL,Real-time alert triggered + DB log
c1c20879-1fe0-4d52-b984-798d5458c142,2026-06-17T08:57:38.677366+00:00,1_tr48,Zone-Forklift,forklift_load,Section 3.4,Hazardous operational posture: Personnel inside forklift transit sector zone.,CRITICAL,Real-time alert triggered + DB log
ef07b82f-0228-4349-93ad-97e4a37caef1,2026-06-17T08:57:39.563685+00:00,3_tr42,Zone-3,pedestrian_movement,Section 3.1,Person detected outside designated green safety floor walkway boundaries.,HIGH,Real-time alert triggered + DB log
6a0a2711-e8ae-4a0a-a3fd-63db4fbf0648,2026-06-17T08:57:39.623935+00:00,3_tr42,Zone-Forklift,forklift_load,Section 3.4,Hazardous operational posture: Personnel inside forklift transit sector zone.,CRITICAL,Real-time alert triggered + DB log
07b49bb6-3ec5-49f8-8a85-2a67ddb46630,2026-06-17T08:57:40.317013+00:00,0_tr173,Zone-3,pedestrian_movement,Section 3.1,Person detected outside designated green safety floor walkway boundaries.,HIGH,Real-time alert triggered + DB log
e5aa7cfb-e0e9-4bf4-a7de-eeffc6191fea,2026-06-17T08:57:40.941691+00:00,0_tr173,Zone-3,pedestrian_movement,Section 3.1,Person detected outside designated green safety floor walkway boundaries.,HIGH,Real-time alert triggered + DB log
8cebf836-f58c-4d70-a2b5-3f16cf97baeb,2026-06-17T08:57:41.150026+00:00,0_tr173,Zone-Forklift,forklift_load,Section 3.4,Hazardous operational posture: Personnel inside forklift transit sector zone.,CRITICAL,Real-time alert triggered + DB log
d003315b-f818-427f-9889-22a844aa6f42,2026-06-17T08:57:41.813310+00:00,0_tr173,Zone-3,pedestrian_movement,Section 3.1,Person detected outside designated green safety floor walkway boundaries.,HIGH,Real-time alert triggered + DB log
e0ef88f5-c68b-4624-8bdf-73757b0f2f47,2026-06-17T08:57:41.813344+00:00,0_tr173,Zone-Forklift,forklift_load,Section 3.4,Hazardous operational posture: Personnel inside forklift transit sector zone.,CRITICAL,Real-time alert triggered + DB log
96c60e83-6b1b-43e2-aad9-738679e05c64,2026-06-17T08:57:42.062801+00:00,1_tr67,Zone-3,pedestrian_movement,Section 3.1,Person detected outside designated green safety floor walkway boundaries.,HIGH,Real-time alert triggered + DB log
123410ac-5578-4f04-8e96-d94653f229ba,2026-06-17T08:57:42.324496+00:00,1_tr67,Zone-Forklift,forklift_load,Section 3.4,Hazardous operational posture: Personnel inside forklift transit sector zone.,CRITICAL,Real-time alert triggered + DB log
abcbdcd2-4d02-49bf-8e21-7e92aa98121a,2026-06-17T08:57:42.598994+00:00,1_tr67,Zone-3,pedestrian_movement,Section 3.1,Person detected outside designated green safety floor walkway boundaries.,HIGH,Real-time alert triggered + DB log
8521689a-7199-444f-8440-6ec404eaa072,2026-06-17T08:57:42.599028+00:00,1_tr67,Zone-Forklift,forklift_load,Section 3.4,Hazardous operational posture: Personnel inside forklift transit sector zone.,CRITICAL,Real-time alert triggered + DB log
dfa408df-d385-46c0-b2f0-be6e4d901cd0,2026-06-17T08:57:43.156686+00:00,1_tr67,Zone-3,pedestrian_movement,Section 3.1,Person detected outside designated green safety floor walkway boundaries.,HIGH,Real-time alert triggered + DB log
01a28e7f-f574-4a76-9c39-55986f16a0a1,2026-06-17T08:57:43.156720+00:00,1_tr67,Zone-Forklift,forklift_load,Section 3.4,Hazardous operational posture: Personnel inside forklift transit sector zone.,CRITICAL,Real-time alert triggered + DB log
9fa2a382-d3e4-4f9c-a9d6-6d3b945d057c,2026-06-17T08:57:43.318439+00:00,6_te1,Zone-Forklift,forklift_load,Section 3.4,Hazardous operational posture: Personnel inside forklift transit sector zone.,CRITICAL,Real-time alert triggered + DB log
eab779d1-727c-46ba-8f9c-981500952357,2026-06-17T08:57:43.912564+00:00,6_tr10,Zone-2,pedestrian_movement,Section 3.1,Person detected outside designated green safety floor walkway boundaries.,HIGH,Real-time alert triggered + DB log
688a93e7-5ac8-4bd5-be49-aa5984e5da99,2026-06-17T08:57:43.961595+00:00,6_tr10,Zone-Forklift,forklift_load,Section 3.4,Hazardous operational posture: Personnel inside forklift transit sector zone.,CRITICAL,Real-time alert triggered + DB log
a34af9e4-d885-4d20-8d4a-38bb330a8af8,2026-06-17T08:57:44.460367+00:00,2_tr120,Zone-Forklift,forklift_load,Section 3.4,Hazardous operational posture: Personnel inside forklift transit sector zone.,CRITICAL,Real-time alert triggered + DB log
8a048740-2682-4f2a-b1b5-396ffeabc0da,2026-06-17T08:57:44.910639+00:00,2_tr120,Zone-2,pedestrian_movement,Section 3.1,Person detected outside designated green safety floor walkway boundaries.,HIGH,Real-time alert triggered + DB log
